target,numax(smooth),numax(smooth)_err,maxamp(smooth),maxamp(smooth)_err,numax(gauss),numax(gauss)_err,maxamp(gauss),maxamp(gauss)_err,fwhm,fwhm_err,dnu,dnu_err
441797545,37.902434550266456,1.5853407902839634,2.7832055456991867e-09,3.077701729472766e-10,38.05529278839365,0.7077759643042774,2.8850694278296088e-09,3.843978162780423e-10,5.688950816290405,0.6565003666582582,4.335837927607126,0.3170681580567912
